timestamp,amplitude,frequency
2020/8/6 0:00:00,15.29215704,1.031876124
2020/8/6 0:01:44,11.27592735,0.90983788
2020/8/6 0:03:28,13.08710822,0.973720989
2020/8/6 0:05:11,16.94897804,1.064459506
2020/8/6 0:06:55,15.90432504,0.850834456
2020/8/6 0:08:39,7.445101364,0.972911832
2020/8/6 0:10:23,13.30239834,0.966649686
2020/8/6 0:12:06,10.07315657,1.017040408
2020/8/6 0:13:50,10.29254666,1.008765472
2020/8/6 0:15:34,11.90883659,0.947090674
2020/8/6 0:17:18,11.18385547,1.105093452
2020/8/6 0:19:01,15.18905774,0.826891616
2020/8/6 0:20:45,13.18367468,0.814215389
2020/8/6 0:22:29,11.33970572,0.968103736
2020/8/6 0:24:13,12.38016756,1.1586777
2020/8/6 0:25:56,12.12325921,0.91102774
2020/8/6 0:27:40,15.67787621,0.86892373
2020/8/6 0:29:24,10.65329466,1.171283358
2020/8/6 0:31:08,12.28081404,0.867289302
2020/8/6 0:32:51,8.851859643,0.949936215
2020/8/6 0:34:35,3.827391261,1.091606204
2020/8/6 0:36:19,13.51909181,0.904369603
2020/8/6 0:38:03,14.22306505,0.891939811
2020/8/6 0:39:47,9.474410626,0.959066894
2020/8/6 0:41:30,18.58093141,1.114945926
2020/8/6 0:43:14,7.478928848,1.164393341
2020/8/6 0:44:58,12.04924023,0.812517011
2020/8/6 0:46:42,11.41991647,0.866043251
2020/8/6 0:48:25,16.64885772,1.183440516
2020/8/6 0:50:09,16.52718143,1.037116517
2020/8/6 0:51:53,12.6520498,1.020564108
2020/8/6 0:53:37,13.38929933,1.125417472
2020/8/6 0:55:20,9.658545232,0.815913319
2020/8/6 0:57:04,6.446074948,0.8055345
2020/8/6 0:58:48,11.4107458,1.18699762
2020/8/6 1:00:32,12.98898802,1.131428274
2020/8/6 1:02:15,16.2756981,1.098952713
2020/8/6 1:03:59,16.25626183,0.862280308
2020/8/6 1:05:43,11.55083471,0.990641569
2020/8/6 1:07:27,11.86898193,1.174917415
2020/8/6 1:09:11,9.692674083,1.173439838
2020/8/6 1:10:54,8.640075515,0.803698843
2020/8/6 1:12:38,7.842454582,1.100996564
2020/8/6 1:14:22,18.87405272,0.802495107
2020/8/6 1:16:06,11.55254316,1.193720691
2020/8/6 1:17:49,11.82634814,0.966786881
2020/8/6 1:19:33,9.440541019,1.189407503
2020/8/6 1:21:17,15.58902565,0.947098724
2020/8/6 1:23:01,8.471746822,0.917274916
2020/8/6 1:24:44,12.73135065,0.926516786
2020/8/6 1:26:28,10.7385355,1.092271627
2020/8/6 1:28:12,14.64022632,0.879869134
2020/8/6 1:29:56,12.00089457,1.145623077
2020/8/6 1:31:39,10.04439987,1.036229077
2020/8/6 1:33:23,13.55391936,1.18796441
2020/8/6 1:35:07,14.97480261,1.194833961
2020/8/6 1:36:51,13.93985924,0.874072801
2020/8/6 1:38:34,14.69737197,1.182312821
2020/8/6 1:40:18,11.93577551,0.818615395
2020/8/6 1:42:02,12.79842951,0.81114549
2020/8/6 1:43:46,11.91629768,1.177545831
2020/8/6 1:45:30,12.90114964,1.184958695
2020/8/6 1:47:13,11.58559395,0.858899069
2020/8/6 1:48:57,8.890491933,0.976966326
2020/8/6 1:50:41,14.6449983,0.997637011
2020/8/6 1:52:25,12.9498205,1.144112495
2020/8/6 1:54:08,9.306065347,1.051166897
2020/8/6 1:55:52,15.62554842,1.10982657
2020/8/6 1:57:36,11.55488277,0.994038738
2020/8/6 1:59:20,14.47121621,1.059365481
2020/8/6 2:01:03,16.54027101,1.094163744
2020/8/6 2:02:47,14.77657594,1.095152514
2020/8/6 2:04:31,17.84345739,0.800695131
2020/8/6 2:06:15,10.75539812,0.839963229
2020/8/6 2:07:58,15.70050499,0.945464176
2020/8/6 2:09:42,12.47163086,0.824478979
2020/8/6 2:11:26,11.94521991,0.953195881
2020/8/6 2:13:10,12.85157458,0.955826739
2020/8/6 2:14:54,13.68293321,1.168093415
2020/8/6 2:16:37,14.81450239,1.026828742
2020/8/6 2:18:21,11.17791425,1.082540512
2020/8/6 2:20:05,17.40213625,1.154879473
2020/8/6 2:21:49,16.12186675,0.976851728
2020/8/6 2:23:32,10.1402949,0.800784858
2020/8/6 2:25:16,19.23684745,0.91413441
2020/8/6 2:27:00,20.48173644,1.12566348
2020/8/6 2:28:44,18.35129378,1.160736468
2020/8/6 2:30:27,14.29497009,0.940603832
2020/8/6 2:32:11,11.64117512,0.917596501
2020/8/6 2:33:55,18.03437116,1.169802084
2020/8/6 2:35:39,13.67795873,0.940429494
2020/8/6 2:37:22,18.57018522,1.060898075
2020/8/6 2:39:06,15.54191873,0.912123694
2020/8/6 2:40:50,17.86013479,0.83916752
2020/8/6 2:42:34,16.01131788,1.000494525
2020/8/6 2:44:17,17.07281358,1.169292735
2020/8/6 2:46:01,14.99434143,1.047456302
