heat,amplitude,rpm,fuel_rate,vibration_freq
1374.5401188473625,0.24945632738667942,8649.991554949851,0.0819072284186087,79.89120412044164
1950.7143064099162,0.2331648384925613,5922.559977993558,0.07296462267670967,59.4817775162058
1731.993941811405,0.170461565001144,6733.198471849431,0.09822492624319705,62.6359224972216
1598.6584841970366,0.3429066680405952,8316.40318428909,0.060948922549211915,68.06711281809218
1156.0186404424364,0.29064966420345156,7410.4467226224,0.07939282079994704,70.36533343649484
1155.9945203362026,0.44628039692960153,8692.85519317447,0.08501050074951114,74.22618092105441
1058.0836121681994,0.1128438321928233,9806.039506114299,0.09127822446726909,75.54600289634944
1866.1761457749353,0.3575471710220506,5582.733438575988,0.07034855152140036,95.5716345487536
1601.115011743209,0.40517955140462447,8547.838581990305,0.08434609538287408,100.95731908260413
1708.0725777960456,0.4037946276753228,6151.720778160572,0.06516007356921415,80.8879208126356
1020.5844942958024,0.4544295868382101,7072.383637037847,0.07177380461809102,140.7296419920728
1969.9098521619944,0.3916134971317976,5164.313628975699,0.09478135656016996,105.31397233389546
1832.4426408004217,0.47112402465907854,5679.536911463495,0.09749538046654772,128.74769280334067
1212.339110678276,0.2330626399283566,6598.886445244499,0.08594086734636325,142.42378324208434
1181.8249672071006,0.30128376670061724,6709.929026439924,0.06871759453880925,66.31351145758052
1183.4045098534339,0.10563186531315627,9497.926082310478,0.09100288949873321,92.78744837156344
1304.2422429595376,0.10278303492131649,8709.064546332575,0.05129335408627101,93.32104017146088
1524.7564316322378,0.19605064818060797,9860.914840935206,0.05513729552697105,85.44722504383542
1431.9450186421159,0.1403228788556341,7995.357551676203,0.08306868681876806,50.89058665516399
1291.229140198042,0.20408454717430147,6208.56866045659,0.06456242876350288,131.5972107778095
1611.8528947223795,0.17081731781135895,6638.275149608215,0.0975693109200239,61.15593215539028
1139.4938606520418,0.1114080099354593,6599.179616459835,0.07180303060461524,149.54805979217588
1292.144648535218,0.46372165856241976,6632.471638316258,0.07146824101945885,127.29584919111817
1366.3618432936917,0.10328925255555661,8364.820865559079,0.08390397550954656,108.00100176065145
1456.0699842170359,0.39443285773483416,7654.039640452082,0.08837842811530949,65.46064177415974
1785.1759613930135,0.16085915476780663,6927.120890433222,0.07377793690625684,101.5392971393247
1199.6737821583597,0.46489184879984,5745.448843643583,0.06070004508558621,76.11087408578089
1514.2344384136118,0.4571183758359544,5110.69581471073,0.08866543213628109,75.23225245430694
1592.4145688620424,0.3615604585477029,6094.173387938463,0.06601756374368138,132.95292493824854
1046.4504127199978,0.36889365992024203,5537.357019843406,0.058755538464692884,88.06444239594347
1607.5448519014385,0.10213565678787542,8927.225154261198,0.08158200949625066,95.07238033908041
1170.5241236872916,0.4939486264454408,5562.4897890694265,0.05452268334951752,134.29647377801183
1065.0515929852795,0.45113304143032573,8621.14118653418,0.09856763375430275,58.77906257188425
1948.8855372533333,0.4580424902920368,6928.293448880413,0.08161986322060685,109.46178530910495
1965.6320330745593,0.3636978148203488,5366.89194871888,0.0992947760460878,107.82156813730379
1808.3973481164612,0.2379147714618146,9063.65024715793,0.06694467117393181,92.52145692666753
1304.6137691733707,0.4574594596361924,7898.152851183067,0.0985602580595199,132.9774641424093
1097.672114006384,0.21660677126047695,6178.807564317865,0.057278112386431185,144.28900613356927
1684.2330265121568,0.32508461733688115,9473.40587166334,0.052034738617351424,96.53358619136108
1440.1524937396014,0.13989238893755296,5226.2915693527575,0.05164920302273013,95.61470509983997
1122.0382348447788,0.4687822520531001,6009.098040988814,0.07324351852996136,100.20637296707447
1495.1769101112702,0.15630818310848535,8760.234639029306,0.05415020987392974,122.31240308330615
1034.3885211152183,0.18995872229216293,8546.889651549445,0.07560839420838009,116.80602906989623
1909.320402078782,0.323253663251286,6446.35846862239,0.06637502517544502,72.28349492068871
1258.779981600017,0.40563720008519266,5310.124376763915,0.06678144962370579,56.38953485993433
1662.5222843539818,0.3477405223745196,9290.390361124719,0.08178044982725849,144.92541298167893
1311.7110760894109,0.19285356512006246,6568.488190349513,0.05815490030758101,76.10697597337042
1520.0680211778108,0.10037721701099614,5978.567074641326,0.08832766851698656,113.85966846905917
1546.7102793432796,0.4028602321229757,7580.309111804885,0.07910154598893174,132.84380027437226
1184.854455525527,0.4940829303644375,9551.135996412237,0.09574723144237555,80.02767505471863
1969.5846277645587,0.4239652481224362,5217.732889216877,0.06824203268837617,113.54334136569287
1775.1328233611146,0.28408264726264615,8829.02044015444,0.09913574960335628,60.79002411492249
1939.498941564189,0.4615069045596426,7862.366139693544,0.07879138233570117,146.99314443756606
1894.827350427649,0.26393906924734,7127.245582759085,0.09867009780937669,55.815827505062586
1597.899978811085,0.30997363369738706,8720.4022205253,0.05135303270235577,93.81746738409763
1921.8742350231169,0.29085190695827334,9829.122122208162,0.08639881612061939,103.68192420600232
1088.4925020519195,0.27904954906621,6146.031055813455,0.09083107621463682,129.0481778663364
1195.9828624191452,0.4100763077175623,5718.236825360598,0.05265866433382438,62.11285170724212
1045.2272889105382,0.3107075629077968,9564.408726113485,0.0789484832008123,94.08079738551766
1325.3303307632643,0.22668684881008644,8344.76538728652,0.09009711467947243,79.97115695434523
1388.677289689482,0.20326326706339135,7189.93010780983,0.07805193626115364,81.201071569334
1271.3490317738958,0.11509892678697337,7866.297851321415,0.053190679520273336,127.87879160652508
1828.7375091519293,0.3332780647532184,8728.06952588122,0.08467236204491557,50.54609450318331
1356.7533266935893,0.1919845661604137,8865.159493528587,0.05302984573366543,124.90836413359662
1280.9345096873808,0.15925356880655325,9599.470904094822,0.09087344475082193,131.03984301231063
1542.6960831582485,0.36153198553107113,7134.213944478113,0.05215170916533472,140.1362243842069
1140.9242249747626,0.37248370312861956,6467.054550096975,0.056869869050518544,112.68818032304836
1802.1969807540397,0.40086195690306636,8198.32133394921,0.06375537952616343,83.34553282722412
1074.550643679771,0.3014307585354366,7078.639496397652,0.08166823961304001,92.72347325488707
1986.8869366005174,0.45762184208155465,7972.992269744889,0.0988179549815653,146.97360822874293
1772.2447692966575,0.47453710135929117,7099.928992279751,0.055891142630996725,138.1186826435852
